configuration,prompt,task,solution_present,hidden_pass,public_pass,sha256
Claude Sonnet 4.5,sec,task023,True,True,True,064365be0aea5357
Claude Sonnet 4.5,sec,task024,True,True,True,20e1c0f1fdd50a76
Claude Sonnet 4.5,sec,task025,True,True,True,b503f5d4bbc9b35d
Claude Sonnet 4.5,sec,task026,True,True,True,4d3593d26ab8a510
Claude Sonnet 4.5,sec,task027,True,True,True,d47f80cb09629092
Claude Sonnet 4.5,sec,task028,True,True,True,7f6f5ff5bdc3a753
Claude Sonnet 4.5,sec,task029,True,True,True,5e5073b816e6f8d1
Claude Sonnet 4.5,sec,task03,True,True,True,c826f10fa4781f61
Claude Sonnet 4.5,sec,task030,True,True,True,ecca825318b17ee1
Claude Sonnet 4.5,sec,task031,True,True,True,a6820d9303bf9cdd
Claude Sonnet 4.5,sec,task032,True,True,True,0995822ad944b9ca
Claude Sonnet 4.5,sec,task033,True,True,True,e4c521d266fde070
Claude Sonnet 4.5,sec,task034,True,True,True,11f6fabf432e7e09
Claude Sonnet 4.5,sec,task035,True,True,True,2afcc91e3fad1289
Claude Sonnet 4.5,sec,task036,True,True,True,7e97a8bb920c1ac3
Claude Sonnet 4.5,sec,task037,True,True,True,60678493b70f444b
Claude Sonnet 4.5,sec,task038,True,True,True,7a7b2c34e5b6896e
Claude Sonnet 4.5,sec,task039,True,True,True,4b124b8a914e4ec6
Claude Sonnet 4.5,sec,task04,True,True,True,5b9ab8c1871c8a29
Claude Sonnet 4.5,sec,task040,True,True,True,65b142aa029facab
Claude Sonnet 4.5,sec,task041,True,True,True,713639d560ad9d63
Claude Sonnet 4.5,sec,task042,True,True,True,b634d6421aecd32c
Claude Sonnet 4.5,sec,task043,True,True,True,4adede2ad95fdb5a
Claude Sonnet 4.5,sec,task044,True,True,True,b2defea71c7ba7ab
Claude Sonnet 4.5,sec,task045,True,True,True,664f99bb1d65132f
Claude Sonnet 4.5,sec,task046,True,True,True,ece6aed66f73629e
Claude Sonnet 4.5,sec,task047,True,True,True,b7ac657e7ca164e5
Claude Sonnet 4.5,sec,task048,True,True,True,554bcb005ce9d042
Claude Sonnet 4.5,sec,task049,True,True,True,46714c52f1746017
Claude Sonnet 4.5,sec,task05,True,True,True,4ea7618f9d40c907
Claude Sonnet 4.5,sec,task050,True,True,True,1c0a01b2395fbae4
Claude Sonnet 4.5,sec,task051,True,True,True,60481cd515cf6264
Claude Sonnet 4.5,sec,task052,True,True,True,a56d20f5583a6ce1
Claude Sonnet 4.5,sec,task053,True,True,True,99915b6758ca77f8
Claude Sonnet 4.5,sec,task054,True,True,True,3559b1fd64cbeed7
Claude Sonnet 4.5,sec,task055,True,True,True,6df366c0436cd7fa
Claude Sonnet 4.5,sec,task056,True,True,True,d1ef8f1985297c7a
Claude Sonnet 4.5,sec,task057,True,True,True,2de93551f13d3791
Claude Sonnet 4.5,sec,task058,True,True,True,7529864f0e3ef11f
Claude Sonnet 4.5,sec,task059,True,True,True,76ac5d3c941d69fb
Claude Sonnet 4.5,sec,task06,True,True,True,f2ae516534829b41
Claude Sonnet 4.5,sec,task060,True,True,True,859266c0831ce3b4
Claude Sonnet 4.5,sec,task061,True,True,True,14709fb938b8c495
Claude Sonnet 4.5,sec,task062,True,True,True,3bbcb5f8a5b4035a
Claude Sonnet 4.5,sec,task063,True,True,True,80e6bac78cdc06cb
Claude Sonnet 4.5,sec,task064,True,True,True,ea72714acf3d4134
Claude Sonnet 4.5,sec,task065,True,True,True,79dc8c5d4ac13175
Claude Sonnet 4.5,sec,task066,True,True,True,98047f2edc7399ed
Claude Sonnet 4.5,sec,task067,True,True,True,6b7e2da5b6291a73
Claude Sonnet 4.5,sec,task068,True,True,True,cc0865c4d78f13fe
Claude Sonnet 4.5,sec,task069,True,True,True,686bfa09b29eab7c
Claude Sonnet 4.5,sec,task07,True,True,True,862a9908be48428e
Claude Sonnet 4.5,sec,task070,True,True,True,417bb29c423ffae8
Claude Sonnet 4.5,sec,task071,True,True,True,bd30c2b9040d1888
Claude Sonnet 4.5,sec,task072,True,True,True,a3afb026f883a7aa
Claude Sonnet 4.5,sec,task073,True,True,True,41629f127858c96d
Claude Sonnet 4.5,sec,task074,True,True,True,dc476f0f559d9a3f
Claude Sonnet 4.5,sec,task075,True,True,True,3eae209e633177c8
Claude Sonnet 4.5,sec,task077,True,True,True,6d407cca8673261b
Claude Sonnet 4.5,sec,task078,True,True,True,8a6300baf68dadce
Claude Sonnet 4.5,sec,task079,True,True,True,2efd0104f6d395c2
Claude Sonnet 4.5,sec,task08,True,True,True,c2f15e30047a898d
Claude Sonnet 4.5,sec,task080,True,True,True,285b61685fdf4c39
Claude Sonnet 4.5,sec,task081,True,True,True,b8f1d3c131a4536c
Claude Sonnet 4.5,sec,task082,True,True,True,c147371356019b42
Claude Sonnet 4.5,sec,task083,True,False,True,73b8618e8734835c
Claude Sonnet 4.5,sec,task084,True,True,True,84f4883da19c31c9
Claude Sonnet 4.5,sec,task085,True,True,True,fe2ee4da96502aaa
Claude Sonnet 4.5,sec,task086,True,True,True,7a7590f9ec7948ce
Claude Sonnet 4.5,sec,task087,True,True,True,779be475ac3f5bff
Claude Sonnet 4.5,sec,task088,True,True,True,4323bd34091ca8bb
Claude Sonnet 4.5,sec,task089,True,True,True,c0dcaa4389bca644
Claude Sonnet 4.5,sec,task09,True,False,True,040e5ce7b34bcb7d
Claude Sonnet 4.5,sec,task090,True,True,True,0d253c6aef5c5d6e
Claude Sonnet 4.5,sec,task091,True,True,True,9be7cdb8e27a8e19
Claude Sonnet 4.5,sec,task092,True,False,True,9ae8f105ef88cf2f
Claude Sonnet 4.5,sec,task093,True,True,True,c9d7488eefee3b0a
Claude Sonnet 4.5,sec,task094,True,True,True,f3000cbf89cc88a5
Claude Sonnet 4.5,sec,task095,True,True,True,5a67e331882168f5
Claude Sonnet 4.5,sec,task096,True,True,True,d71c0283595cc313
Claude Sonnet 4.5,sec,task097,True,True,True,14be40b7414e5f0d
Claude Sonnet 4.5,sec,task098,True,True,True,ce4189ca42ff7570
Claude Sonnet 4.5,sec,task099,True,True,True,663b25fe0147913e
Claude Sonnet 4.5,sec,task10,True,True,True,2ee61832983c74fe
Claude Sonnet 4.5,sec,task100,True,True,True,2aec2ad5698686ff
Claude Sonnet 4.5,sec,task101,True,True,True,a2b4293b00d36a00
Claude Sonnet 4.5,sec,task102,True,True,True,6e7a480a2b17be5d
Claude Sonnet 4.5,sec,task103,True,True,True,390e487bf1cd88da
Claude Sonnet 4.5,sec,task104,True,True,True,7040ffa2ba66901b
Claude Sonnet 4.5,sec,task105,True,False,True,de01c3cc00659a49
Claude Sonnet 4.5,sec,task106,True,True,True,82a8a9f591a8bf80
Claude Sonnet 4.5,sec,task107,True,True,True,015376e22cd12615
Claude Sonnet 4.5,sec,task108,True,True,True,3ac87249db1f9bd1
Claude Sonnet 4.5,sec,task109,True,True,True,539d98e91d790984
Claude Sonnet 4.5,sec,task11,True,True,True,cc931a73dcc2f1e5
Claude Sonnet 4.5,sec,task110,True,True,True,f70848a2f825301a
Claude Sonnet 4.5,sec,task111,True,True,True,d585e9176763f0e4
Claude Sonnet 4.5,sec,task112,True,True,True,c0d3e67c196d2bb0
Claude Sonnet 4.5,sec,task113,True,True,True,d41b542c19a3e08d
Claude Sonnet 4.5,sec,task114,True,True,True,a99bdf5ce280b008
Claude Sonnet 4.5,sec,task115,True,True,True,0112347029656a30
Claude Sonnet 4.5,sec,task116,True,True,True,1550a219737dc699
Claude Sonnet 4.5,sec,task117,True,True,True,6913afe87a1c246a
Claude Sonnet 4.5,sec,task118,True,True,True,b3fc14cbca2c26e5
Claude Sonnet 4.5,sec,task119,True,True,True,4589d96b14c744dc
Claude Sonnet 4.5,sec,task12,True,True,True,1a92c295881b1b1c
Claude Sonnet 4.5,sec,task120,True,True,True,81b1e908488d6c1a
Claude Sonnet 4.5,sec,task121,True,True,True,1b5a666ccea0c416
Claude Sonnet 4.5,sec,task122,True,True,True,ef47eec29171f230
Claude Sonnet 4.5,sec,task123,True,True,True,a4f5d51f82bc12c0
Claude Sonnet 4.5,sec,task124,True,True,True,f0998bc703f655f4
Claude Sonnet 4.5,sec,task125,True,True,True,980a9a0087d0e200
Claude Sonnet 4.5,sec,task126,True,True,True,9f1080714c323f5f
Claude Sonnet 4.5,sec,task127,True,True,True,a3984582342c3798
Claude Sonnet 4.5,sec,task128,True,True,True,40e297e30de92c0b
Claude Sonnet 4.5,sec,task13,True,True,True,bbe6bfa1d77bcbe1
Claude Sonnet 4.5,sec,task130,True,True,True,d2f467444260ce54
Claude Sonnet 4.5,sec,task131,True,True,True,f6bbc0c2aa808eef
Claude Sonnet 4.5,sec,task132,True,True,True,dd20811dfc42f68d
Claude Sonnet 4.5,sec,task133,True,True,True,f9563c89af911119
Claude Sonnet 4.5,sec,task134,True,True,True,d5c825c6f689b69d
Claude Sonnet 4.5,sec,task135,True,True,True,a52b6477c5fd5d2d
Claude Sonnet 4.5,sec,task136,True,True,True,bb329f679f72e01b
Claude Sonnet 4.5,sec,task137,True,True,True,405a3d82efd699f4
Claude Sonnet 4.5,sec,task138,True,True,True,7599f5418f6b7838
Claude Sonnet 4.5,sec,task139,True,True,True,5b5020d8b00b9079
Claude Sonnet 4.5,sec,task14,True,True,True,200ade5913fbc4ff
Claude Sonnet 4.5,sec,task140,True,True,False,901f5941979907a6
Claude Sonnet 4.5,sec,task141,True,True,True,a3e7e17c3a62be74
Claude Sonnet 4.5,sec,task142,True,True,True,c78bc2134489090f
Claude Sonnet 4.5,sec,task143,True,True,True,fb28305c2a1c33bc
Claude Sonnet 4.5,sec,task144,True,True,True,01431f58dffa3789
Claude Sonnet 4.5,sec,task145,True,False,True,41b3fac4eadf0bd7
Claude Sonnet 4.5,sec,task146,True,True,True,0bee025c0ac172c3
Claude Sonnet 4.5,sec,task147,True,True,True,813679c1f83e412b
Claude Sonnet 4.5,sec,task148,True,True,True,2aef56dc25b2337c
Claude Sonnet 4.5,sec,task149,True,True,True,0ce6506f6d9d7675
Claude Sonnet 4.5,sec,task15,True,False,True,fdeb30af4450f4c6
Claude Sonnet 4.5,sec,task150,True,True,True,245a2f68b4262ada
Claude Sonnet 4.5,sec,task151,True,True,True,17d21cda61d53669
Claude Sonnet 4.5,sec,task152,True,True,True,f413e2cbc33a1f34
Claude Sonnet 4.5,sec,task153,True,True,True,8525276de1cbe89b
Claude Sonnet 4.5,sec,task154,True,True,True,35b7fc0f4407f27d
Claude Sonnet 4.5,sec,task155,True,True,True,ed321320d15e0515
Claude Sonnet 4.5,sec,task156,True,True,True,af3e802e96637b76
Claude Sonnet 4.5,sec,task157,True,True,True,a5ffbbeb489cfa55
Claude Sonnet 4.5,sec,task158,True,True,True,ab21b9a63b2a4a20
Claude Sonnet 4.5,sec,task159,True,True,True,178d02d42331eaf7
Claude Sonnet 4.5,sec,task160,True,True,True,436b850b87ec8b20
Claude Sonnet 4.5,sec,task161,True,True,True,954f02e181ae0adb
Claude Sonnet 4.5,sec,task162,True,True,True,e5f9c6a358b54539
Claude Sonnet 4.5,sec,task163,True,True,True,fafaf17448d5d3a2
Claude Sonnet 4.5,sec,task164,True,True,True,4cdf6a52eebaf773
Claude Sonnet 4.5,sec,task165,True,True,True,d0b25ca2cb56a4a0
Claude Sonnet 4.5,sec,task166,True,True,True,d5ebe87a85d5efaa
Claude Sonnet 4.5,sec,task167,True,True,True,377890e82575eee0
Claude Sonnet 4.5,sec,task168,True,True,True,19b2a3e61c0485d7
Claude Sonnet 4.5,sec,task169,True,True,True,d8e848a04c118dac
Claude Sonnet 4.5,sec,task17,True,True,True,dc2748606698d70f
Claude Sonnet 4.5,sec,task170,True,True,True,f86cd1859a946b52
Claude Sonnet 4.5,sec,task171,True,True,True,116c29e47878fe0b
Claude Sonnet 4.5,sec,task172,True,True,True,398a37ca731e715a
Claude Sonnet 4.5,sec,task173,True,True,True,926aa35409e1fabb
Claude Sonnet 4.5,sec,task174,True,True,True,cd50ca0e8d5a2730
Claude Sonnet 4.5,sec,task175,True,True,True,5431680c186fc1de
Claude Sonnet 4.5,sec,task176,True,False,True,69dd952c28eeea2a
Claude Sonnet 4.5,sec,task177,True,False,True,10145abfd3e80a61
Claude Sonnet 4.5,sec,task178,True,True,True,0499e5b78497ec25
Claude Sonnet 4.5,sec,task179,True,True,True,64b96773b7799105
Claude Sonnet 4.5,sec,task180,True,True,True,87fa34a19622e5be
Claude Sonnet 4.5,sec,task181,True,True,True,26fc14e099f2a0a8
Claude Sonnet 4.5,sec,task182,True,True,True,5134f162018581e9
Claude Sonnet 4.5,sec,task183,True,True,True,0af7c2437a4afa4c
Claude Sonnet 4.5,sec,task184,True,True,True,ef5d6d7cc3ef2913
Claude Sonnet 4.5,sec,task185,True,True,True,ed66237386d9b2d5
Claude Sonnet 4.5,sec,task186,True,True,True,5585e919cebb0c2f
Claude Sonnet 4.5,sec,task187,True,True,True,81ee97cd570bd3fb
Claude Sonnet 4.5,sec,task188,True,True,True,563a1bc419a0ff22
Claude Sonnet 4.5,sec,task189,True,True,True,bfa510d893318cae
Claude Sonnet 5,std,task018,True,True,True,e46269e50ed6a800
Claude Sonnet 5,std,task019,True,True,True,86f3935472c4128b
Claude Sonnet 5,std,task02,True,True,True,0d922106f2e9f661
Claude Sonnet 5,std,task020,True,True,True,388adaf4963b0d8a
Claude Sonnet 5,std,task021,True,True,True,97ed910015e2f45d
Claude Sonnet 5,std,task022,True,True,True,4086f97ce77528ca
Claude Sonnet 5,std,task023,True,True,True,685bcb94277989f1
Claude Sonnet 5,std,task024,True,True,True,091ceab879a7bbaa
Claude Sonnet 5,std,task025,True,True,True,de085bb9a73fdb1e
Claude Sonnet 5,std,task026,True,True,True,e51bf8bdbbd1b976
Claude Sonnet 5,std,task027,True,True,True,a42ff48f86a98b20
Claude Sonnet 5,std,task028,True,True,True,9c81771a1c55cd37
Claude Sonnet 5,std,task029,True,True,True,d27dc1d63264d0fa
Claude Sonnet 5,std,task03,True,True,True,f61a82f22028c1b0
Claude Sonnet 5,std,task030,True,True,True,7b16bd5305ba93c0
Claude Sonnet 5,std,task031,True,True,True,d8bc8b2fbfcc5203
Claude Sonnet 5,std,task032,True,True,True,349c46d23d3a187f
Claude Sonnet 5,std,task033,True,True,True,a53124bc1687aa25
Claude Sonnet 5,std,task034,True,True,True,5a80ea57d88671d4
Claude Sonnet 5,std,task035,True,True,True,7160125c7582d1f9
Claude Sonnet 5,std,task036,True,True,True,e1dc3b45d6d28e65
Claude Sonnet 5,std,task037,True,True,True,d5f1b0fd7d13fee4
Claude Sonnet 5,std,task038,True,True,True,8935d68bcf8fb7ca
Claude Sonnet 5,std,task039,True,True,True,063036ff7b90deed
Claude Sonnet 5,std,task04,True,True,True,dede49f2a8aa42e4
Claude Sonnet 5,std,task040,True,True,True,43c38c0aa66f8681
Claude Sonnet 5,std,task041,True,True,True,29742e44d3f103df
Claude Sonnet 5,std,task042,True,True,True,9574556abf2aa8a8
Claude Sonnet 5,std,task043,True,True,True,635ce5c16847868a
Claude Sonnet 5,std,task044,True,True,True,83466509f1b49ea4
Claude Sonnet 5,std,task045,True,True,True,b9dc652c5da1ea6d
Claude Sonnet 5,std,task046,True,True,True,09af5f2788bd16b6
Claude Sonnet 5,std,task047,True,True,True,af09dcd2cd0e9fd5
Claude Sonnet 5,std,task048,True,True,True,6877a9af17588a5e
Claude Sonnet 5,std,task049,True,True,True,e915bac40d9c0e88
Claude Sonnet 5,std,task05,True,True,True,fbc9c501f9d4a2d6
Claude Sonnet 5,std,task050,True,True,True,55ae635d9daf7a47
Claude Sonnet 5,std,task051,True,True,True,81baed9426a47fab
Claude Sonnet 5,std,task052,True,True,True,bc27932a73e0274b
Claude Sonnet 5,std,task053,True,True,True,7fee3a9ba8c3743e
Claude Sonnet 5,std,task054,True,True,True,833c8b92c71a006b
Claude Sonnet 5,std,task055,True,True,True,ba0bc683efe702d3
Claude Sonnet 5,std,task056,True,True,True,bb6e4725cdd74db7
Claude Sonnet 5,std,task057,True,True,True,93dbc9fec85eee03
Claude Sonnet 5,std,task058,True,True,True,f352a2566be3fc00
Claude Sonnet 5,std,task059,True,True,True,e69f7d49d769a2cd
Claude Sonnet 5,std,task06,True,True,True,a8051591edab392d
Claude Sonnet 5,std,task060,True,True,True,624888ad36ae552f
Claude Sonnet 5,std,task061,True,True,True,6124c12ce0661292
Claude Sonnet 5,std,task062,True,True,True,7959bfacca7e6536
Claude Sonnet 5,std,task063,True,True,True,c05381a603e6e2d0
Claude Sonnet 5,std,task064,True,True,True,8a4eaacaa0778859
Claude Sonnet 5,std,task065,True,True,True,5913b1a3ce8c5a38
Claude Sonnet 5,std,task066,True,True,True,5d93a5c936a34d03
Claude Sonnet 5,std,task067,True,True,True,c97f42ea0599b3b9
Claude Sonnet 5,std,task068,True,True,True,dd00ec08492da452
Claude Sonnet 5,std,task069,True,True,True,539abdde0950f6d1
Claude Sonnet 5,std,task07,True,True,True,7aa447947edf55d7
Claude Sonnet 5,std,task070,True,True,True,9284ff646df22905
Claude Sonnet 5,std,task071,True,True,True,0a0351a64dd00f6b
Claude Sonnet 5,std,task072,True,True,True,85c61b9a41a6d470
Claude Sonnet 5,std,task073,True,True,True,61e026ba26afb6a7
Claude Sonnet 5,std,task074,True,True,True,720bf40a3fb1f048
Claude Sonnet 5,std,task075,True,True,True,ad364a659294c471
Claude Sonnet 5,std,task077,True,True,True,33d023f0ba2909df
Claude Sonnet 5,std,task078,True,True,True,a031bf4466e6b1cd
Claude Sonnet 5,std,task079,True,True,True,cb5b498f4b6e4657
Claude Sonnet 5,std,task08,True,True,True,06394ae21ae60af4
Claude Sonnet 5,std,task080,True,True,True,1256d364dacb4732
Claude Sonnet 5,std,task081,True,True,True,fb1e802225418efd
Claude Sonnet 5,std,task082,True,False,True,023c8cb550083c47
Claude Sonnet 5,std,task083,True,False,True,277b0b40c90c366b
Claude Sonnet 5,std,task084,True,True,True,2b18f2f9d63d5768
Claude Sonnet 5,std,task085,True,True,True,9b0b230037a9866b
Claude Sonnet 5,std,task086,True,True,True,01b71caf694ea64d
Claude Sonnet 5,std,task087,True,True,True,3621a7875c3a7228
Claude Sonnet 5,std,task088,True,True,True,28486a33bb7e4766
Claude Sonnet 5,std,task089,True,True,True,41ee43a0198cb14b
Claude Sonnet 5,std,task09,True,True,True,4a36b474d1777040
Claude Sonnet 5,std,task090,True,True,True,274d0c79ad800413
Claude Sonnet 5,std,task091,True,True,True,77cd96de6f68c21c
Claude Sonnet 5,std,task092,True,True,True,c903333b8fbbaca2
Claude Sonnet 5,std,task093,True,True,True,12ba3bf7ab0b735b
Claude Sonnet 5,std,task094,True,True,True,6f365c54f76baacd
Claude Sonnet 5,std,task095,True,True,True,89ad50cc6322bb4c
Claude Sonnet 5,std,task096,True,True,True,160c21895b61f06a
Claude Sonnet 5,std,task097,True,True,True,57854f31e6097363
Claude Sonnet 5,std,task098,True,True,True,e470a608eb988acc
Claude Sonnet 5,std,task099,True,True,True,6411d145d0190aa7
Claude Sonnet 5,std,task10,True,True,True,d623faec1911d669
Claude Sonnet 5,std,task100,True,True,True,6f84bd3467893822
Claude Sonnet 5,std,task101,True,True,True,bf7835fa2808bf66
Claude Sonnet 5,std,task102,True,True,True,5f47926435eae43d
Claude Sonnet 5,std,task103,True,True,True,0f541e299b6e4a04
Claude Sonnet 5,std,task104,True,True,True,62346c9064f919a1
Claude Sonnet 5,std,task105,True,True,True,06edd2f1e5e96f71
Claude Sonnet 5,std,task106,True,True,True,26b5984250d2f56e
Claude Sonnet 5,std,task107,True,True,True,4cdc7ad8c60698aa
Claude Sonnet 5,std,task108,True,True,True,060555a9c150e889
Claude Sonnet 5,std,task109,True,True,True,0cd0d46133fa3b80
Claude Sonnet 5,std,task11,True,True,True,0ab4f9a9379e2a43
Claude Sonnet 5,std,task110,True,True,True,bde6549aa84ed297
Claude Sonnet 5,std,task111,True,True,True,cd35cfa1630b828c
Claude Sonnet 5,std,task112,True,True,True,149afccec6389c48
Claude Sonnet 5,std,task113,True,True,True,3db89882bfbcd857
Claude Sonnet 5,std,task114,True,True,True,6dc4c7f72fb68fda
Claude Sonnet 5,std,task115,True,True,True,7f9a5e7ca8dd82f2
Claude Sonnet 5,std,task116,True,True,True,ef27ebbdb0e046af
Claude Sonnet 5,std,task117,True,True,True,2e693302c35d4695
Claude Sonnet 5,std,task118,True,True,True,c5a5a1e883b347a9
Claude Sonnet 5,std,task119,True,True,True,6b797d3a9550a724
Claude Sonnet 5,std,task12,True,True,True,1c3dd7790157e000
Claude Sonnet 5,std,task120,True,True,True,e64de7e7c57886b0
Claude Sonnet 5,std,task121,True,True,True,ff4c7c16c41644b7
Claude Sonnet 5,std,task122,True,True,True,44e8c582bc1de60d
Claude Sonnet 5,std,task123,True,True,True,43d3de14d45d3282
Claude Sonnet 5,std,task124,True,True,True,12c7155181b61f08
Claude Sonnet 5,std,task125,True,True,True,01dae774edf1e698
Claude Sonnet 5,std,task126,True,True,True,3c1e819b576a3dbc
Claude Sonnet 5,std,task127,True,True,True,c11452c004985377
Claude Sonnet 5,std,task128,True,True,True,c02264952439842d
Claude Sonnet 5,std,task13,True,True,True,cfbff0a287fc6873
Claude Sonnet 5,std,task130,True,True,True,ff9f98b90764a3df
Claude Sonnet 5,std,task131,True,True,True,a8b5e8db8b6753a0
Claude Sonnet 5,std,task132,True,True,True,98a4db241a1803dd
Claude Sonnet 5,std,task133,True,True,True,7d93ed97ce16fcf2
Claude Sonnet 5,std,task134,True,True,True,3c2c9527c7910e40
Claude Sonnet 5,std,task135,True,True,True,6046e7881cc693a0
Claude Sonnet 5,std,task136,True,True,True,8171f78d2f926857
Claude Sonnet 5,std,task137,True,True,True,c4c8ddfd42825b3c
Claude Sonnet 5,std,task138,True,True,True,352d3801fc2e38f8
Claude Sonnet 5,std,task139,True,True,True,67b9b2b51ec19a13
Claude Sonnet 5,std,task14,True,True,True,dbfdb8c70e8436da
Claude Sonnet 5,std,task140,True,True,True,37353d86ef1836f3
Claude Sonnet 5,std,task141,True,True,True,0748eb44bc03469f
Claude Sonnet 5,std,task142,True,True,True,c41784005609ea23
Claude Sonnet 5,std,task143,True,True,True,55874e286901e026
Claude Sonnet 5,std,task144,True,True,True,5f4de75d7c7869dc
Claude Sonnet 5,std,task145,True,True,True,967e116c1a111d1a
Claude Sonnet 5,std,task146,True,True,True,dd70a840bbbcb281
Claude Sonnet 5,std,task147,True,True,True,290cc43c16ab4b7f
Claude Sonnet 5,std,task148,True,True,True,2d68ba4bc755e46d
Claude Sonnet 5,std,task149,True,True,True,790adbbff240cb46
Claude Sonnet 5,std,task15,True,True,True,9c4f19fd1277a9b2
Claude Sonnet 5,std,task150,True,True,True,3d1027483e14eb9d
Claude Sonnet 5,std,task151,True,True,True,e6629b04d56f93a3
Claude Sonnet 5,std,task152,True,True,True,4b0c62fcf648a352
Claude Sonnet 5,std,task153,True,True,True,955c1096f6358607
Claude Sonnet 5,std,task154,True,True,True,7239b78688d0312f
Claude Sonnet 5,std,task155,True,True,True,68fb35b18a288739
Claude Sonnet 5,std,task156,True,True,True,6338f51ce65eff35
Claude Sonnet 5,std,task157,True,True,True,0a07be42d9947645
Claude Sonnet 5,std,task158,True,True,True,9f8bf377cd4a9b9f
Claude Sonnet 5,std,task159,True,True,True,b10cd61ca907e910
Claude Sonnet 5,std,task160,True,True,True,690ee7fa6c414f82
Claude Sonnet 5,std,task161,True,True,True,b495aa19460dcd56
Claude Sonnet 5,std,task162,True,True,True,dd8591131f11d277
Claude Sonnet 5,std,task163,True,True,True,ca402920bf258e60
Claude Sonnet 5,std,task164,True,True,True,283832e9b2f02c48
Claude Sonnet 5,std,task165,True,True,True,324e13007268bf2a
Claude Sonnet 5,std,task166,True,True,True,b4abbaca3d9333d8
Claude Sonnet 5,std,task167,True,True,True,ceaddec877537a9b
Claude Sonnet 5,std,task168,True,True,True,f3648dfde131310d
Claude Sonnet 5,std,task169,True,True,True,e6563b0d4c16e611
Claude Sonnet 5,std,task17,True,True,True,9093929d2978e2a5
Claude Sonnet 5,std,task170,True,True,True,635f15766efb5800
Claude Sonnet 5,std,task171,True,True,True,4a34760426e58366
Claude Sonnet 5,std,task172,True,True,True,f8f67c073135c5dc
Claude Sonnet 5,std,task173,True,True,True,1556e39b3efc1706
Claude Sonnet 5,std,task174,True,True,True,f4f10cbf0ec49110
Claude Sonnet 5,std,task175,True,True,True,cc4c59b54cd69cbb
Claude Sonnet 5,std,task176,True,True,True,5463256c4c652292
Claude Sonnet 5,std,task177,True,True,True,4d7e1d3bda235f62
Claude Sonnet 5,std,task178,True,True,True,2540cd2534eef359
Claude Sonnet 5,std,task179,True,True,True,1d1199b7bf05ef07
Claude Sonnet 5,std,task180,True,True,True,5c3d7a7552d6d2d3
Claude Sonnet 5,std,task181,True,True,True,b32f0da9d7a54c8a
Claude Sonnet 5,std,task182,True,True,True,168d0f10618f34d6
Claude Sonnet 5,std,task183,True,True,True,618ac39af3c00520
Claude Sonnet 5,std,task184,True,True,True,8ecb39b69383a868
Claude Sonnet 5,std,task185,True,True,True,8f9ad8fde0895c3a
Claude Sonnet 5,std,task186,True,True,True,599f99593b07cefc
Claude Sonnet 5,std,task187,True,True,True,996a94dc6b7ab0b5
Claude Sonnet 5,std,task188,True,True,True,c7528378134e7f0d
Claude Sonnet 5,std,task189,True,True,True,3765b65e8a00021f
Claude Sonnet 5,sec,task018,True,True,True,5b173c8bcdee544a
Claude Sonnet 5,sec,task019,True,True,True,53cdf6a893b4caa9
Claude Sonnet 5,sec,task02,True,True,True,d2f2f77eb7568e9c
Claude Sonnet 5,sec,task020,True,True,True,36900ec141aa69ad
Claude Sonnet 5,sec,task021,True,True,True,dacf107734c2f29c
Claude Sonnet 5,sec,task022,True,True,True,4247f07023a076ed
Claude Sonnet 5,sec,task023,True,True,True,fa68200e638b9326
Claude Sonnet 5,sec,task024,True,True,True,4b4b9646276ea238
Claude Sonnet 5,sec,task025,True,True,True,0d4dfb3f902ab6f4
Claude Sonnet 5,sec,task026,True,True,True,4ccfa0f15db9ff4e
Claude Sonnet 5,sec,task027,True,True,True,23ba2c286151145f
Claude Sonnet 5,sec,task028,True,False,True,7c25a03a1581acee
Claude Sonnet 5,sec,task029,True,True,True,f9dcabd8af0d4907
Claude Sonnet 5,sec,task03,True,True,True,dfa787854de1a89b
Claude Sonnet 5,sec,task030,True,True,True,81ba8fa64ce80cc2
Claude Sonnet 5,sec,task031,True,True,True,388a59569216de9d
Claude Sonnet 5,sec,task032,True,True,True,9a2e186a0364f4bc
Claude Sonnet 5,sec,task033,True,True,True,e72b07d1f3455bf7
Claude Sonnet 5,sec,task034,True,True,True,24223e1f37d297e1
Claude Sonnet 5,sec,task035,True,True,True,ec0691b45ca7e4e7
Claude Sonnet 5,sec,task036,True,True,True,36dd9fc0debd36a2
Claude Sonnet 5,sec,task037,True,True,True,46fa841c07d306cc
Claude Sonnet 5,sec,task038,True,True,True,eba2f7e11681ef96
Claude Sonnet 5,sec,task039,True,True,True,734a7167f88ba11f
Claude Sonnet 5,sec,task04,True,True,True,a5fae6fad2280e02
Claude Sonnet 5,sec,task040,True,True,True,acaa119828bdbb7e
Claude Sonnet 5,sec,task041,True,True,True,3c07764c66f58f14
Claude Sonnet 5,sec,task042,True,True,True,411d6f5a7b806848
Claude Sonnet 5,sec,task043,True,True,True,0006ece8976ca065
Claude Sonnet 5,sec,task044,True,True,True,b16bb5c1b0dbcaaa
Claude Sonnet 5,sec,task045,True,True,True,52b76dd488905ba1
Claude Sonnet 5,sec,task046,True,True,True,0767ec5918247200
Claude Sonnet 5,sec,task047,True,True,True,e3cee71c82c79657
Claude Sonnet 5,sec,task048,True,True,True,8f81b7ff7622c140
